Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,.423,1.6,5.0,.329,2.1,3.9,.542,.515,1.2,1.5,.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4
Gabriel Deck,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
Dewayne Dedmon,C,32,MIA,66,15,15.9,2.5,4.4,.566,0.3,0.7,.413,2.2,3.7,.595,.599,1.1,1.5,.755,1.6,4.2,5.8,0.7,0.3,0.6,1.0,2.6,6.3
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javin DeLaurier,C,23,MIL,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
DeMar DeRozan,PF,32,CHI,73,73,36.2,10.2,20.3,.503,0.7,1.9,.355,9.5,18.4,.519,.520,6.9,7.9,.877,0.7,4.5,5.3,5.0,0.9,0.3,2.3,2.3,28.0
Mamadi Diakite,PF,25,OKC,13,3,14.5,1.9,3.6,.532,0.0,0.4,.000,1.9,3.2,.595,.532,0.5,0.8,.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3
Cheick Diallo,C,25,DET,3,0,10.3,1.0,2.7,.375,0.0,0.0,0,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
Hamidou Diallo,SG,23,DET,58,29,21.9,4.5,9.1,.496,0.4,1.6,.247,4.1,7.5,.550,.518,1.6,2.4,.650,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
Gorgui Dieng,C,32,ATL,43,3,8.6,1.2,2.6,.482,0.7,1.5,.439,0.6,1.0,.545,.614,0.4,0.6,.731,0.7,2.1,2.8,0.8,0.3,0.3,0.5,1.2,3.6
Spencer Dinwiddie,PG,28,DAL,19,7,30.1,5.6,11.3,.493,1.8,4.8,.374,3.8,6.5,.581,.572,3.7,5.2,.717,0.4,3.0,3.4,4.0,0.7,0.3,1.3,2.0,16.7
Donte DiVincenzo,SG,25,SAC,21,1,26.6,3.1,8.5,.363,2.1,5.6,.373,1.0,2.9,.344,.486,1.8,2.0,.860,1.0,3.5,4.5,3.7,1.5,0.2,1.6,1.7,10.0
Luka Dončić,PG,22,DAL,61,61,35.6,9.9,21.7,.457,3.1,8.7,.353,6.8,13.0,.527,.528,5.4,7.3,.743,0.9,8.3,9.1,8.6,1.1,0.6,4.4,2.3,28.3
Luguentz Dort,SF,22,OKC,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2
Ayo Dosunmu,SG,22,CHI,73,37,27.3,3.5,6.8,.516,0.9,2.4,.369,2.6,4.4,.597,.582,0.6,0.9,.676,0.3,2.4,2.7,3.3,0.7,0.4,1.3,2.4,8.5
Damyean Dotson,SG,27,NYK,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
Devon Dotson,PG,22,CHI,11,0,7.7,1.0,2.1,.478,0.2,0.8,.222,0.8,1.3,.643,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,ORL,4,0,19.3,1.3,4.8,.263,0.3,1.8,.143,1.0,3.0,.333,.289,0.5,0.5,1.000,1.8,1.0,2.8,1.8,1.3,0.0,1.0,0.8,3.3
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,BRK,16,6,25.5,2.8,7.3,.376,0.8,3.1,.245,2.0,4.3,.471,.427,1.1,1.4,.739,0.7,2.5,3.2,4.8,0.9,0.2,2.1,2.3,7.3
Andre Drummond,C,28,BRK,20,20,22.7,4.8,7.9,.608,0.0,0.1,.000,4.8,7.9,.611,.608,2.1,4.0,.519,3.8,6.3,10.1,1.6,1.0,0.9,1.6,2.9,11.7
Chris Duarte,SG,24,IND,55,39,28.0,4.9,11.3,.432,1.7,4.6,.369,3.2,6.7,.475,.507,1.6,2.0,.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1
David Duke Jr.,PG,22,BRK,21,7,16.2,1.9,5.1,.361,0.4,1.8,.243,1.4,3.4,.423,.403,0.8,1.0,.810,1.4,1.8,3.2,0.8,0.7,0.3,0.4,1.7,5.0
Kris Dunn,PG,27,POR,11,1,23.5,3.6,7.4,.494,0.1,0.6,.143,3.5,6.7,.527,.500,1.3,1.3,1.000,0.5,2.6,3.1,5.4,1.8,0.3,2.0,2.7,8.6
Kevin Durant,PF,33,BRK,51,51,37.0,10.7,20.5,.524,2.1,5.4,.393,8.6,15.1,.572,.576,6.6,7.3,.905,0.5,6.8,7.3,6.1,0.9,0.9,3.4,2.0,30.1
Jaime Echenique,C,24,WAS,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Edwards,SG,20,MIN,68,68,34.4,7.5,17.2,.436,3.0,8.3,.360,4.5,8.9,.506,.523,3.0,3.8,.779,0.9,3.9,4.8,3.8,1.5,0.7,2.7,2.3,21.0
Kessler Edwards,SF,21,BRK,44,22,20.0,2.2,5.4,.415,1.0,2.8,.374,1.2,2.6,.460,.513,0.3,0.4,.813,0.9,2.6,3.5,0.6,0.6,0.5,0.9,1.8,5.8
Rob Edwards,SG,25,OKC,2,0,5.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,0,.375,0.0,0.0,0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
CJ Elleby,SF,21,POR,53,23,19.4,1.9,5.2,.377,0.6,2.1,.275,1.4,3.1,.445,.432,1.1,1.4,.737,1.2,2.7,3.9,1.5,0.6,0.3,0.9,2.0,5.5
Wayne Ellington,SG,34,LAL,40,9,18.6,2.2,5.3,.408,1.9,4.8,.393,0.3,0.6,.545,.585,0.1,0.1,.800,0.3,1.5,1.7,0.7,0.6,0.1,0.4,1.0,6.3
Joel Embiid,C,27,PHI,64,64,33.5,9.6,19.4,.494,1.3,3.7,.364,8.2,15.7,.524,.529,9.5,11.7,.816,2.1,9.4,11.5,4.3,1.1,1.4,3.1,2.7,30.0
James Ennis III,SF,31,DEN,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
Drew Eubanks,C,24,POR,18,18,29.2,6.1,9.3,.649,0.2,0.6,.273,5.9,8.7,.675,.658,1.8,2.3,.780,3.3,5.4,8.7,1.8,0.7,0.4,1.5,2.6,14.1
Tacko Fall,C,26,CLE,11,1,5.4,0.5,1.1,.417,0.0,0.0,0,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
Derrick Favors,C,30,OKC,39,18,16.7,2.4,4.7,.516,0.1,0.4,.125,2.4,4.3,.554,.522,0.4,0.6,.640,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
Bruno Fernando,C,23,HOU,10,0,9.4,2.9,4.1,.707,0.0,0.1,.000,2.9,4.0,.725,.707,1.1,1.9,.579,1.1,2.9,4.0,0.3,0.1,0.8,0.9,1.8,6.9
Dorian Finney-Smith,PF,28,DAL,76,76,33.1,4.0,8.7,.462,2.1,5.4,.386,1.9,3.3,.588,.582,0.7,1.1,.667,1.6,3.2,4.8,1.8,1.1,0.5,1.0,2.3,10.9
Malik Fitts,PF,24,BOS,5,0,2.2,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,0,.375,0.0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6
Malachi Flynn,PG,23,TOR,40,5,12.0,1.7,4.1,.407,0.7,2.0,.333,1.0,2.0,.481,.491,0.4,0.6,.609,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.1,4.3
Bryn Forbes,SG,28,DEN,33,0,17.2,2.9,6.9,.423,1.6,4.0,.406,1.3,2.8,.447,.542,0.8,0.9,.903,0.2,0.7,0.9,1.0,0.2,0.1,0.7,1.5,8.3
Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4.0,.300,0.4,3.0,.133,0.8,1.0,.800,.350,0.0,0.0,0,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8
Trent Forrest,PG,23,UTA,59,5,12.8,1.3,2.6,.484,0.1,0.5,.185,1.2,2.1,.548,.500,0.6,0.8,.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.2
Evan Fournier,SG,29,NYK,76,76,29.7,5.1,12.2,.421,3.1,7.8,.395,2.1,4.4,.467,.547,1.0,1.5,.712,0.4,2.2,2.6,2.1,1.0,0.2,1.4,2.2,14.4
De'Aaron Fox,PG,24,SAC,59,59,35.3,8.7,18.5,.473,1.3,4.2,.297,7.5,14.3,.524,.506,4.4,5.9,.750,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
Tim Frazier,PG,31,CLE,2,0,4.0,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.0
Enes Freedom,C,29,BOS,35,1,11.7,1.5,2.8,.526,0.1,0.1,.400,1.4,2.6,.533,.536,0.7,0.8,.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
Markelle Fultz,PG,23,ORL,14,0,18.6,4.3,9.4,.455,0.2,0.8,.273,4.1,8.6,.471,.466,1.6,2.0,.821,0.3,2.4,2.6,4.7,1.2,0.4,2.0,1.1,10.4
Wenyen Gabriel,PF,24,LAL,14,4,15.1,2.3,5.0,.457,0.4,1.5,.238,1.9,3.5,.551,.493,1.1,1.8,.640,1.9,2.4,4.4,0.5,0.3,0.3,0.6,3.0,6.1
Daniel Gafford,C,23,WAS,67,51,19.9,3.9,5.6,.690,0.0,0.0,.000,3.9,5.6,.692,.690,1.4,2.0,.707,2.2,3.5,5.7,1.0,0.4,1.4,0.9,2.3,9.1
Danilo Gallinari,PF,33,ATL,63,15,25.0,3.7,8.8,.425,1.6,4.3,.370,2.1,4.5,.479,.516,2.2,2.4,.903,0.5,4.1,4.6,1.6,0.4,0.2,0.5,1.4,11.3
Langston Galloway,SG,30,MIL,3,0,16.3,0.3,4.3,.077,0.0,2.7,.000,0.3,1.7,.200,.077,0.0,0.0,0,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7
Darius Garland,PG,22,CLE,64,64,35.8,7.9,17.2,.462,2.5,6.8,.377,5.4,10.4,.516,.536,3.2,3.5,.894,0.6,2.8,3.3,8.7,1.3,0.1,3.8,1.7,21.6
Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,.238,0.1,0.3,.250,0.3,1.4,.235,.262,0.2,0.4,.400,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1
Usman Garuba,PF,19,HOU,20,2,9.2,0.7,1.8,.371,0.2,0.9,.235,0.5,0.9,.500,.429,0.3,0.4,.714,0.8,2.4,3.1,0.6,0.4,0.5,0.3,0.9,1.8
Luka Garza,C,23,DET,31,5,11.5,1.9,4.2,.450,0.5,1.4,.333,1.4,2.8,.506,.504,1.2,1.8,.655,1.6,1.3,2.9,0.5,0.3,0.2,0.5,1.7,5.4
Rudy Gay,PF,35,UTA,52,1,18.9,2.8,6.9,.410,1.3,3.8,.349,1.5,3.2,.482,.504,1.2,1.5,.789,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.8,8.2
Paul George,SF,31,LAC,28,28,35.3,9.0,21.3,.421,2.8,8.4,.332,6.2,12.9,.479,.487,4.2,4.8,.867,0.4,6.4,6.8,5.5,2.1,0.4,4.1,2.5,24.9
Taj Gibson,C,36,NYK,48,4,18.2,1.6,3.1,.527,0.3,0.7,.412,1.3,2.4,.561,.574,0.8,1.0,.792,1.6,2.8,4.4,0.6,0.4,0.8,0.5,2.8,4.3
Josh Giddey,SG,19,OKC,54,54,31.5,5.2,12.4,.419,1.0,3.9,.263,4.2,8.5,.492,.461,1.0,1.5,.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5
Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,.453,1.6,5.3,.300,6.9,13.5,.514,.496,5.9,7.2,.810,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5
Anthony Gill,PF,29,WAS,40,0,9.8,1.4,2.2,.628,0.3,0.5,.571,1.1,1.6,.646,.698,0.9,1.1,.773,0.7,1.1,1.8,0.6,0.1,0.3,0.4,1.3,3.9
Freddie Gillespie,PF,24,ORL,9,2,13.2,1.0,2.4,.409,0.0,0.1,.000,1.0,2.3,.429,.409,0.3,0.8,.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3
Rudy Gobert,C,29,UTA,62,62,32.2,5.5,7.7,.709,0.0,0.1,.000,5.5,7.6,.715,.709,4.4,6.4,.693,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.6,15.3
Brandon Goodwin,PG,26,CLE,34,5,14.5,1.9,4.5,.421,0.6,1.6,.345,1.3,2.9,.464,.484,0.7,1.1,.632,0.4,1.6,2.0,2.6,0.7,0.0,1.0,1.1,5.0
Jordan Goodwin,SG,23,WAS,2,0,3.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Aaron Gordon,PF,26,DEN,72,72,31.5,5.7,11.0,.517,1.1,3.4,.328,4.6,7.6,.603,.568,2.2,3.0,.742,1.7,4.1,5.7,2.5,0.6,0.6,1.8,2.0,14.8
Eric Gordon,SG,33,HOU,57,46,29.3,4.7,9.9,.475,2.2,5.3,.412,2.5,4.6,.548,.585,1.8,2.4,.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4
Devonte' Graham,PG,26,NOP,72,61,29.0,4.0,11.0,.361,2.6,7.6,.342,1.4,3.4,.402,.479,1.6,1.8,.842,0.5,1.9,2.4,4.2,0.9,0.2,1.4,1.3,12.1
Jerami Grant,PF,27,DET,47,47,31.9,6.3,14.9,.426,1.9,5.4,.358,4.4,9.5,.465,.491,4.6,5.5,.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2
Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,.474,1.4,3.3,.423,0.9,1.5,.583,.618,0.4,0.5,.750,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
Danny Green,SF,34,PHI,57,25,21.6,2.0,5.1,.388,1.6,4.3,.368,0.4,0.8,.500,.545,0.2,0.2,.833,0.5,1.9,2.4,0.9,0.9,0.6,0.7,1.7,5.7
Draymond Green,PF,31,GSW,42,40,29.1,2.9,5.5,.519,0.3,1.2,.260,2.5,4.3,.591,.548,1.4,2.1,.652,1.0,6.3,7.4,7.0,1.3,1.1,3.0,2.9,7.4
Jalen Green,SG,19,HOU,63,63,31.5,5.8,13.9,.416,2.3,6.8,.340,3.5,7.2,.488,.499,2.7,3.4,.811,0.5,2.9,3.3,2.6,0.7,0.3,2.0,1.5,16.6
JaMychal Green,PF,31,DEN,63,7,16.2,2.4,5.0,.482,0.5,1.9,.270,1.9,3.0,.618,.535,1.2,1.4,.876,1.2,3.0,4.2,0.8,0.6,0.4,0.9,2.3,6.6
Javonte Green,SF,28,CHI,61,44,23.3,2.7,5.0,.543,0.6,1.5,.362,2.1,3.4,.625,.599,1.3,1.5,.830,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.1,7.2
Jeff Green,C,35,DEN,73,61,24.6,3.7,7.1,.519,0.7,2.3,.317,3.0,4.8,.615,.570,2.2,2.6,.833,0.6,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3
Josh Green,SG,21,DAL,63,3,15.5,1.9,3.8,.500,0.4,1.1,.348,1.5,2.7,.561,.550,0.5,0.7,.698,0.8,1.5,2.3,1.2,0.7,0.2,0.7,1.7,4.7
Blake Griffin,PF,32,BRK,56,24,17.1,2.4,5.6,.425,0.7,2.6,.262,1.7,3.0,.565,.486,1.0,1.4,.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4
Quentin Grimes,SG,21,NYK,45,6,17.1,2.1,5.1,.409,1.6,4.1,.389,0.5,1.0,.489,.565,0.3,0.4,.684,0.5,1.5,2.0,0.9,0.7,0.2,0.6,1.6,6.1
Kyle Guy,SG,24,MIA,19,0,9.8,1.4,3.4,.400,0.7,2.1,.350,0.6,1.3,.480,.508,0.4,0.6,.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9
Rui Hachimura,PF,23,WAS,37,8,21.3,4.3,8.5,.500,1.3,2.8,.471,3.0,5.8,.514,.576,1.1,1.4,.750,0.6,3.1,3.6,1.1,0.6,0.2,0.8,1.2,10.9
Tyrese Haliburton,PG,21,IND,22,22,35.7,6.1,12.5,.493,2.4,5.5,.426,3.8,6.9,.546,.588,2.5,3.0,.836,0.8,3.3,4.1,9.5,2.0,0.5,3.2,2.0,17.2
Tyler Hall,SG,24,NYK,1,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.J. Hampton,SG,20,ORL,60,12,21.3,2.6,6.8,.384,1.0,2.8,.353,1.6,4.0,.406,.457,1.1,1.8,.630,0.3,2.6,3.0,2.3,0.7,0.2,1.3,1.6,7.3
Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,.394,2.4,7.2,.336,2.5,5.4,.473,.491,1.9,2.5,.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2
James Harden,SG,32,PHI,17,17,37.3,5.7,13.8,.413,2.3,6.7,.342,3.4,7.1,.479,.496,8.4,9.4,.888,0.5,7.0,7.5,9.8,1.4,0.3,3.3,2.4,22.1
Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,.459,0.7,2.1,.307,1.1,1.7,.650,.544,0.4,0.6,.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6
Jared Harper,PG,24,NOP,2,0,5.0,1.5,3.5,.429,0.5,1.0,.500,1.0,2.5,.400,.500,0.0,0.0,0,0.5,0.0,0.5,1.5,0.0,0.5,0.5,1.0,3.5
Montrezl Harrell,C,28,CHO,22,0,20.9,4.3,6.9,.618,0.0,0.1,.000,4.3,6.8,.627,.618,2.8,4.0,.693,2.2,2.9,5.1,2.0,0.4,0.4,0.8,2.0,11.3
Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,.434,1.9,5.0,.384,2.0,4.1,.494,.539,1.4,1.6,.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1
Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3
Tobias Harris,PF,29,PHI,68,68,34.9,6.9,14.2,.487,1.4,3.8,.363,5.5,10.4,.531,.535,2.4,2.9,.845,1.1,5.8,6.9,3.5,0.6,0.6,1.6,2.2,17.6
Shaquille Harrison,SG,28,BRK,2,0,11.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,0,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0
Josh Hart,SF,26,POR,13,13,32.1,7.1,14.1,.503,2.4,6.4,.373,4.7,7.7,.610,.587,3.4,4.4,.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9
Isaiah Hartenstein,C,23,LAC,64,0,17.5,3.4,5.3,.634,0.1,0.3,.350,3.3,5.0,.652,.645,1.3,1.9,.667,1.6,3.1,4.7,2.3,0.8,1.1,1.2,2.5,8.1
Udonis Haslem,C,41,MIA,12,0,5.3,1.1,2.2,.500,0.1,0.3,.333,1.0,1.9,.522,.519,0.3,0.3,1.000,0.3,1.3,1.6,0.3,0.1,0.1,0.3,0.9,2.5
Sam Hauser,SF,24,BOS,22,0,5.3,0.8,1.7,.459,0.7,1.5,.455,0.1,0.2,.500,.662,0.0,0.0,0,0.2,0.7,0.9,0.2,0.0,0.1,0.1,0.3,2.2
Jaxson Hayes,C,21,NOP,65,23,19.7,3.4,5.3,.634,0.2,0.7,.356,3.1,4.6,.675,.657,2.1,2.7,.775,1.6,2.8,4.4,0.6,0.4,0.8,0.8,2.3,9.1
Killian Hayes,PG,20,DET,62,36,25.1,2.6,6.9,.384,0.6,2.5,.261,2.0,4.4,.452,.431,0.8,1.1,.765,0.6,2.7,3.3,4.3,1.2,0.5,1.8,2.8,6.7
Gordon Hayward,SF,31,CHO,49,48,31.9,5.8,12.6,.459,1.8,4.5,.391,4.0,8.1,.496,.528,2.6,3.0,.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9
Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,.200,0.0,0.2,.000,0.2,0.7,.250,.200,0.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3
Juancho Hernangómez,PF,26,UTA,14,7,16.9,1.9,3.8,.491,1.2,2.9,.425,0.6,0.9,.692,.651,0.4,1.0,.429,0.6,2.6,3.3,0.9,0.5,0.5,0.5,1.1,5.4
Willy Hernangómez,C,27,NOP,46,6,16.0,3.3,6.2,.533,0.1,0.2,.364,3.2,6.0,.540,.540,2.0,2.7,.756,2.6,3.7,6.4,1.2,0.4,0.4,1.0,1.8,8.7
Tyler Herro,SG,22,MIA,63,10,32.5,7.6,17.1,.442,2.7,6.7,.396,4.9,10.4,.472,.520,2.9,3.3,.865,0.5,4.4,4.9,3.9,0.7,0.1,2.5,1.4,20.6
Buddy Hield,SG,29,IND,22,22,36.0,6.9,15.4,.447,3.0,8.2,.372,3.8,7.2,.532,.546,1.2,1.4,.871,0.9,4.0,4.9,4.9,1.0,0.4,2.4,2.7,18.0
Haywood Highsmith,SF,25,MIA,17,0,7.1,0.5,1.6,.333,0.4,1.1,.389,0.1,0.5,.222,.463,0.1,0.2,.500,0.4,0.8,1.2,0.2,0.1,0.1,0.1,0.6,1.6
George Hill,SG,35,MIL,50,17,23.7,2.3,5.3,.430,0.8,2.6,.313,1.5,2.7,.541,.506,1.0,1.1,.911,0.7,2.2,2.9,2.3,0.8,0.1,0.8,1.3,6.3
Malcolm Hill,SF,26,CHI,14,0,10.8,1.3,2.9,.439,0.7,2.1,.345,0.6,0.9,.667,.561,0.5,0.7,.700,0.6,1.2,1.9,0.3,0.1,0.1,0.1,1.1,3.8
Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6
Nate Hinton,SG,22,IND,2,0,1.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Jaylen Hoard,SF,22,OKC,2,1,21.0,2.5,5.0,.500,0.5,1.5,.333,2.0,3.5,.571,.550,0.0,1.0,.000,3.5,7.5,11.0,1.5,0.0,1.0,0.0,0.5,5.5
Aaron Holiday,PG,25,PHO,17,0,17.1,2.6,5.5,.468,0.8,1.4,.542,1.8,4.1,.443,.537,1.3,1.4,.957,0.6,1.9,2.6,3.7,0.9,0.0,1.3,1.2,7.2
Jrue Holiday,PG,31,MIL,62,59,33.4,7.3,14.5,.501,2.0,4.8,.411,5.3,9.7,.546,.569,2.1,2.8,.766,1.0,3.5,4.5,6.7,1.7,0.4,2.8,2.0,18.6
Justin Holiday,SG,32,SAC,21,21,26.1,2.8,8.4,.328,1.9,6.1,.302,0.9,2.3,.396,.438,0.8,1.0,.762,0.5,1.8,2.2,1.4,0.8,0.7,0.9,2.0,8.1
Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,.660,0.0,0.1,.400,4.4,6.6,.664,.663,1.6,2.0,.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4
Rodney Hood,SG,29,LAC,10,0,10.1,1.0,2.4,.417,0.4,0.9,.444,0.6,1.5,.400,.500,0.2,0.3,.667,0.2,0.5,0.7,0.6,0.3,0.2,0.4,0.2,2.6
Scotty Hopson,SG,32,OKC,1,0,18.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0
Al Horford,C,35,BOS,66,66,29.1,3.8,8.3,.457,1.3,3.9,.325,2.5,4.4,.572,.533,1.2,1.4,.842,1.6,6.1,7.7,3.4,0.7,1.3,1.0,1.9,10.0
Talen Horton-Tucker,SG,21,LAL,55,16,25.2,3.6,8.6,.415,0.8,3.0,.271,2.8,5.6,.492,.462,1.4,1.9,.775,0.6,2.5,3.2,2.6,0.9,0.5,1.4,2.5,9.4
Danuel House Jr.,SF,28,UTA,21,4,18.3,2.0,4.5,.457,1.3,3.0,.435,0.8,1.5,.500,.601,0.9,1.2,.692,0.5,2.0,2.6,1.1,0.5,0.4,0.4,1.3,6.2
Dwight Howard,C,36,LAL,56,23,15.7,2.1,3.5,.608,0.1,0.2,.636,2.0,3.3,.607,.626,1.4,2.2,.645,2.0,3.8,5.8,0.5,0.6,0.6,0.8,2.0,5.8
Markus Howard,SG,22,DEN,29,0,5.1,1.1,2.8,.378,0.9,2.1,.433,0.2,0.8,.227,.537,0.4,0.5,.867,0.0,0.3,0.3,0.2,0.3,0.0,0.2,0.4,3.5
Kevin Huerter,SG,23,ATL,70,56,29.5,4.6,10.3,.452,2.1,5.5,.388,2.5,4.7,.527,.556,0.6,0.7,.800,0.4,2.9,3.4,2.7,0.7,0.4,1.3,2.5,12.0
Jay Huff,C,23,LAL,4,0,5.0,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,0.0
Elijah Hughes,SG,23,POR,18,3,14.2,1.4,4.7,.298,0.7,2.9,.231,0.7,1.8,.406,.369,0.1,0.2,.500,0.2,1.7,1.8,0.7,0.4,0.3,0.3,1.5,3.6
De'Andre Hunter,SF,24,ATL,49,48,29.7,4.8,10.7,.448,1.4,3.7,.372,3.4,7.0,.488,.512,2.4,3.1,.760,0.5,2.9,3.3,1.3,0.7,0.4,1.3,2.9,13.4
